,"cegodnia.txt","ferghana.txt","gazieta.txt","kommersant.txt","literaturnaia.txt","novaiaGazieta.txt","novIsvestia.txt"
"документы",1,0,0,0,0,0,0
"долг",0,0,0,0,0,4,1
"долга",0,0,0,0,1,0,2
"долгами",0,0,0,0,0,0,1
"долги",0,0,0,0,1,3,1
"долгим",0,0,0,0,0,0,2
"долго",2,0,0,0,4,0,2
"долгов",0,0,0,0,0,1,2
"долговых",1,0,0,0,1,0,0
"долгого",0,0,0,0,0,1,0
"долгое",0,0,0,1,1,1,0
"долгожданное",0,0,0,0,1,0,0
"долгой",0,0,0,0,1,0,0
"долгополов",2,0,0,0,0,0,0
"долгосрочная",1,0,0,0,0,0,0
"долгосрочного",1,0,0,0,0,0,0
"долгосрочное",0,0,1,0,0,0,0
"долгосрочные",0,0,1,1,0,0,0
"долгосрочный",0,0,0,2,0,0,0
"долгосрочным",0,0,0,0,0,1,0
"долгосрочных",0,0,0,0,0,0,1
"долететь",0,0,0,0,0,1,0
"должен",2,0,0,2,1,3,3
"должна",1,0,1,1,2,2,0
"должник",0,0,0,0,0,0,1
"должников",0,0,0,0,0,0,1
"должников-физлиц",0,0,0,0,0,0,1
"должно",0,0,0,2,0,2,2
"должного",1,0,0,0,1,0,0
"должности",0,0,0,0,0,2,0
"должность",0,0,0,0,0,2,0
"должны",1,1,0,1,0,0,2
"доли",2,0,1,0,0,1,0
"долл",5,0,0,0,2,4,0
"доллар",6,0,0,1,0,1,1
"доллара",9,0,1,0,2,0,3
"долларами",0,0,0,0,0,0,1
"долларах",1,0,0,0,0,0,0
"долларе",1,0,0,0,0,0,0
"долларизация",2,0,0,0,0,0,0
"долларизована",1,0,0,0,0,0,0
"долларов",2,2,0,0,5,15,10
"долларовые",1,0,0,0,0,0,0
"долларовых",1,0,0,0,1,0,0
"долларом",1,0,0,0,0,0,1
"доллару",3,0,0,0,0,0,0
"доллары",6,0,0,0,0,0,0
"дольше",0,0,0,1,0,1,0
"долю",1,0,0,0,1,1,0
"доля",0,0,1,0,0,5,1
"дом",0,0,0,0,3,1,2
"дома",0,0,0,2,0,3,0
"доминик",0,0,0,1,0,0,1
"доминировать",0,0,0,1,0,0,0
"доминирует",1,0,0,0,0,0,0
"доминирующее",0,0,0,0,1,0,0
"домино",1,0,0,0,1,0,0
"домов",0,0,0,2,0,0,1
"доморощенных",0,0,0,0,1,0,0
"домохозяйств",0,0,1,0,0,0,0
"доплату",0,0,0,0,0,1,0
"дополнение",0,1,0,0,0,0,0
"дополнительная",0,0,0,0,0,0,1
"дополнительной",0,0,0,0,1,0,0
"дополнительные",1,0,0,1,1,0,1
"дополнительный",1,0,0,0,0,0,0
"дополнительных",0,1,0,0,1,0,0
"допускаю",0,0,0,0,0,1,0
"допускают",0,0,0,0,0,1,0
"допусти",1,0,0,0,0,0,0
"допустить",0,0,0,0,1,1,0
"допущениях",1,0,0,0,0,0,0
"дорог",0,0,0,1,0,0,0
"дорога",0,0,0,1,0,0,0
"дорогах",2,0,0,0,0,0,0
"дорогая",0,0,0,0,0,1,0
"дорогие",0,0,0,0,0,1,1
"дорогих",1,0,0,0,0,0,2
"дорогой",1,0,0,0,0,0,1
"дорогостоящих",1,0,0,0,0,1,0
"дорожающая",0,0,0,0,0,1,0
"дословного",1,0,0,0,0,0,0
"досрочно",0,0,0,0,0,0,1
"достали",0,0,0,0,0,2,0
"достаточно",0,1,2,3,4,4,0
"достатчоном",0,0,1,0,0,0,0
"достиг",0,0,0,1,2,1,0
"достигаются",0,0,0,0,1,0,0
"достигла",0,0,0,1,0,1,0
"достигли",0,0,1,0,1,0,1
"достигло",0,0,1,1,0,0,1
"достигнет",0,0,0,1,0,1,0
"достигнув",0,0,0,1,0,1,0
"достигнут",1,0,0,1,0,0,1
"достигнуто",0,0,0,0,1,0,0
"достигнутые",1,0,0,0,0,0,0
"достигнуть",0,0,0,1,0,0,1
"достижение",3,0,0,0,0,0,1
"достижением",0,0,0,0,0,1,0
"достижения",0,0,0,0,0,3,0
"достичь",0,0,0,1,0,1,1
"достоверны",0,0,0,0,0,0,1
"достоевский",0,0,0,0,1,0,0
"достоин",0,0,0,0,0,1,0
"достойном",0,0,0,0,0,0,1
"доступ",0,0,0,0,0,0,1
"досуг",2,0,0,0,0,0,0
"досуге",0,0,0,0,0,0,1
"дотациями",0,0,0,0,0,1,0
"дотягивало",0,0,0,0,0,0,1
"доходах",3,0,0,0,0,1,0
"доходило",0,0,0,0,0,1,0
"доходит",0,0,0,0,1,4,0
"доходной",0,0,0,0,0,1,0
"доходности",0,0,0,0,1,0,0
"доходов",4,0,0,0,1,0,2
"доходы",1,0,0,1,2,10,3
"доходят",0,0,0,0,1,0,0
"дошла",1,0,0,0,0,0,0
"дппп",0,0,0,0,0,0,2
"др",0,0,0,0,1,0,0
"драйвером",1,0,0,3,0,0,0
"дракончик",0,0,0,0,1,0,0
"древнего",0,0,0,0,0,1,0
"древние",0,0,0,0,0,0,1
"дремоту",0,1,0,0,0,0,0
"друг",0,0,0,0,1,3,0
"друга",0,0,0,0,1,0,0
"другая",0,0,0,1,0,4,0
"друге",0,0,0,0,0,1,0
"другие",0,1,0,0,3,4,4
"другим",0,0,0,0,0,2,1
"другими",2,1,0,1,2,1,1
"других",2,0,3,0,7,4,4
"другого",0,0,0,1,0,3,0
"другое",0,0,0,1,0,4,0
"другой",3,0,0,0,2,14,1
"другом",0,0,0,0,1,3,1
"другую",1,0,0,1,1,0,0
"друзей",0,0,0,0,0,4,0
"друзьях",0,0,0,0,0,1,0
"дрянь",0,0,0,0,1,0,0
"дубайским",0,0,0,0,0,0,1
"дума",0,0,0,0,1,0,0
"думает",0,0,0,0,0,1,0
"думаете",0,0,0,0,0,1,0
"думал",0,0,0,0,0,0,1
"думали",0,0,0,0,0,0,1
"думать",0,0,1,0,1,0,0
"думаю",0,0,0,2,0,10,3
"думают",0,0,0,1,0,0,0
"думы",0,0,0,0,0,2,0
"дурак",0,0,0,0,0,1,0
"дурашливой",1,0,0,0,0,0,0
"духа",0,0,0,0,0,1,0
"души",0,0,0,0,0,1,0
"душой",0,0,0,0,0,1,0
"душу",0,0,0,0,0,0,1
"дэйл",1,0,0,0,0,0,0
"дюжину",0,0,0,0,0,1,0
"дяденька",0,0,0,0,0,1,0
"е",1,0,0,0,3,10,1
"евгений",0,0,1,0,0,0,0
"евгения",2,0,0,0,0,0,0
"евро",4,0,2,3,0,1,10
"евробанка",0,0,0,0,0,0,1
"еврозона",0,0,1,0,0,0,0
"еврозоны",0,0,1,0,0,0,0
"еврокомиссии",0,0,1,1,0,0,0
"европа",0,0,0,0,0,0,1
"европе",0,0,1,2,1,3,5
"европейская",1,0,0,1,0,0,1
"европейские",0,0,0,2,1,0,0
"европейских",0,0,1,3,0,1,0
"европейского",0,0,1,1,0,0,0
"европейское",0,0,0,0,0,0,1
"европейской",0,0,0,1,0,0,0
"европейском",0,0,0,0,0,3,0
"европейцев",0,0,0,0,0,1,0
"европейцы",0,0,0,0,0,1,0
"европой",0,0,0,0,0,0,1
"европу",1,0,0,0,0,0,0
"европы",1,0,3,3,1,1,3
"евросоюз",0,0,0,0,0,1,0
"евросоюза",0,0,1,0,0,0,0
"евростатом",0,0,0,1,0,0,0
"египта",0,0,0,0,0,1,0
"египте",0,0,0,0,0,0,1
"его",17,2,4,5,15,19,9
"егор",0,0,0,0,0,3,0
"егором",0,0,0,0,0,1,0
"егэ",0,0,0,0,0,1,0
"еда",0,0,0,0,0,0,1
"едва",1,0,0,0,0,1,1
"единого",0,0,0,0,2,0,0
"единой",0,0,0,0,0,1,0
"единства",0,0,0,0,1,0,0
"единственная",1,0,0,0,0,2,0
"единственного",1,0,0,0,0,0,0
"единственное",0,0,0,0,0,0,2
"единственной",1,0,0,0,0,0,0
"единственном",0,0,0,0,0,0,1
"единственный",0,0,0,0,0,1,0
"единственным",0,0,0,1,0,0,0
"еду",0,0,0,0,0,1,0
"ее",10,0,3,1,0,23,2
"ежегодно",0,0,0,1,0,0,0
"ежегодное",0,0,0,0,0,0,1
"ежегодной",0,0,0,0,0,0,1
"ежегодном",0,0,0,1,0,0,0
"ежегодный",0,0,0,0,1,0,0
"ежедневно",0,0,0,0,1,0,0
"ежемесячно",0,0,0,0,1,0,0
"ежемесячные",0,0,0,0,0,1,0
"еженедельника",1,0,0,0,0,0,0
"езжу",0,0,0,0,0,2,0
"ей",1,0,0,0,0,3,0
"елена",0,0,1,0,0,0,0
"ельцина",0,0,0,0,0,1,0
"ему",0,0,0,0,0,6,3
"ес",1,0,0,1,0,0,0
"если",25,1,4,9,8,61,15
"естественная",0,0,0,0,0,1,0
"естественно",0,0,0,0,0,2,2
"естественной",1,0,0,0,0,0,0
"естественный",0,0,0,0,0,1,0
"естественным",0,0,0,0,0,1,0
"есть",11,0,0,13,4,50,5
"ехидное",0,0,0,0,0,1,0
"еще",17,2,7,12,1,18,20
"ещё",0,0,0,0,17,0,0
"ею",0,0,0,1,0,0,2
"её",0,0,0,0,16,0,0
"жадности-и",0,0,0,0,1,0,0
"жажду",0,0,0,0,0,1,0
"жалел",0,0,0,0,1,0,0
"жалких",0,0,0,0,1,0,0
"жан-клод",0,0,0,1,0,0,0
"жан-клода",0,0,0,1,0,0,0
"жапаров",0,1,0,0,0,0,0
"ждал",0,0,0,0,0,2,0
"ждали",0,0,0,0,0,1,0
"ждать",0,0,0,0,0,1,0
"ждет",1,0,1,2,0,2,0
"ждут",0,0,0,0,0,0,2
"ждёт",0,0,0,0,1,0,0
"же",22,2,2,14,13,47,20
"желаемое",0,0,0,0,0,1,0
"желаемых",0,0,0,0,1,0,0
"желает",0,0,0,0,0,1,0
"желание",0,0,0,0,0,2,0
"желающим",0,0,0,0,0,2,0
"желая",0,0,0,0,0,1,0
"железным",0,0,0,0,1,0,0
"железных",2,0,0,0,0,0,0
"женеве",0,0,0,0,0,0,1
"женой",0,0,0,0,0,1,0
"женщин",0,0,0,0,1,0,2
"женщина",0,0,0,0,0,0,1
"жертв",1,0,0,0,1,0,0
"жертвами",0,0,0,0,1,0,0
"жертвует",0,0,0,0,0,1,0
"жесткие",0,0,0,0,0,1,0
"жестких",1,0,0,0,0,0,0
"жестко",0,1,0,0,0,1,0
"жесткого",0,0,1,0,0,0,0
"жесткой",1,0,0,0,0,0,0
"жестком",0,0,0,0,0,1,0
"жи",0,0,0,0,2,0,0
"живем",0,0,0,0,0,1,0
"живет",0,0,0,0,0,3,0
"живого",0,0,0,0,0,1,0
"животики",0,0,0,0,0,2,0
"живу",0,0,0,0,0,1,0
"живут",0,0,0,0,0,3,1
"живущий",0,0,0,0,0,0,1
"живших",0,0,0,0,0,0,1
"живы",0,0,0,0,0,2,0
"живые",0,0,0,0,0,0,1
"живых",0,0,0,0,0,0,1
"живёт",0,0,0,0,1,0,0
"жигули",3,0,0,0,0,0,0
"жизин",0,0,0,0,1,0,0
"жизненное",0,0,0,0,0,1,0
"жизненный",0,0,0,0,1,0,0
"жизнеспособна",0,0,0,0,1,0,0
"жизни",1,0,0,1,2,11,4
"жизнь",1,0,0,0,5,9,2
"жило",0,0,0,0,0,1,0
"жилья",1,0,0,0,0,0,0
"жира",0,0,0,0,0,1,0
"жителей",0,0,0,0,1,0,4
"жители",0,0,0,0,0,0,1
"жительства",0,0,0,0,0,1,0
"жителя",2,0,0,0,0,0,0
"житенева",1,0,0,0,0,0,0
"жить",0,0,0,0,1,7,0
"жмут",1,0,0,0,0,0,0
"жуликами",0,0,0,0,1,0,0
"журнал",0,0,0,3,0,0,0
"журнала",0,0,0,0,1,0,0
"журнале",0,0,0,0,0,1,0
"журналистам",0,0,0,1,0,0,1
"журналистов",0,1,0,0,0,0,0
"жёсткая",0,0,0,0,1,0,0
"за",12,5,10,44,22,50,22
"забавно",0,0,0,0,0,2,0
"забайкальском",0,0,0,0,0,0,1
"заберут",0,0,0,0,0,0,1
"забирают",0,0,0,0,0,0,1
"заботить",1,0,0,0,0,0,0
"заботливо",0,0,0,0,0,1,0
"забываете",1,0,0,0,0,0,0
"забывать",0,0,0,1,1,0,0
"забыли",0,0,0,0,3,0,0
"забытой",0,0,0,0,1,0,0
"забыть",0,0,0,1,0,0,0
"завалено",1,0,0,0,0,0,0
"заведений",0,1,0,0,0,0,0
"заверил",0,1,0,0,0,0,0
"завершающей",0,0,0,0,0,1,0
"завершен",0,0,0,0,0,0,1
"завершена",0,0,1,0,0,0,0
"завершением",0,0,0,0,1,0,0
"завершении",0,0,1,0,0,0,1
"завершению",0,0,0,0,0,0,1
"завершилась",0,0,1,0,0,0,0
"завершился",0,0,0,1,0,1,0
"завершиться",0,0,0,0,0,1,0
"завести",0,0,0,1,0,0,0
"зависают",0,0,0,0,0,0,1
"зависеть",0,0,1,0,0,0,0
"зависимости",2,0,1,5,2,0,0
"зависимость",0,0,0,0,2,0,0
"зависит",2,0,2,1,1,2,1
"зависят",0,0,0,1,0,0,0
"зависящие",0,0,1,0,0,0,0
"заводы",0,0,0,0,1,0,0
"завоеванное",0,0,0,0,0,1,0
"завозить",0,0,0,0,0,1,0
"завтра",0,0,0,0,0,3,0
"завтрашнем",0,0,0,0,1,0,0
"завышенными",0,0,0,1,0,0,0
"завязана",0,0,0,0,1,0,0
"загнивает",0,0,0,0,0,1,0
"загнивания",0,0,0,0,0,1,0
"заговор",0,0,0,0,2,0,0
"заговорах",0,0,0,0,1,0,0
"заговорили",0,0,0,0,0,2,0
"заговорщическая",0,0,0,0,1,0,0
"загранкомандировку",0,0,0,1,0,0,0
"загружены",0,0,0,1,0,0,0
"загрузка",0,0,0,1,0,0,0
"загрузки",0,1,0,0,0,0,0
"задавался",0,0,0,0,0,0,1
"задавать",0,0,0,0,0,1,0
"заданий",0,1,0,0,0,0,0
"задач",1,0,0,0,0,0,1
"задача",0,0,0,0,1,1,0
"задачей",1,0,0,0,0,0,0
"задачи",2,0,0,0,0,0,0
"задешево",0,0,0,1,0,0,0
"задолжали",0,0,0,0,0,0,2
"задолженности",1,0,0,0,1,1,2
"задолженность",0,0,0,0,1,0,1
"задуматься",0,0,0,0,0,5,1
"задумывались",0,0,0,0,0,1,0
"задушит",1,0,0,0,0,0,0
"заем",0,0,0,0,0,0,1
"заемщик",0,0,0,0,0,0,3
"заемщика",0,0,0,0,0,0,1
"заемщикам",0,0,0,0,0,0,1
"заемщиками",0,0,0,0,0,0,1
"заемщики",0,0,0,0,0,0,1
"заемы",0,0,0,0,0,0,3
"зажиточные",0,0,0,0,0,0,1
"зазорного",0,0,0,0,0,1,0
"заикался",0,0,0,0,0,1,0
"заимствований",0,0,0,0,1,0,0
"заимствования",0,0,0,0,0,1,0
"заинтересован",0,0,0,0,0,2,0
"заинтересованные",0,0,0,0,0,1,0
"заинтересованных",0,0,0,0,0,1,0
"заинтересованы",0,0,0,0,0,1,0
"займах",0,0,0,0,0,0,1
"займов",0,0,0,0,0,0,4
"заказать",0,0,0,0,0,0,1
"заказах",1,0,0,0,0,0,0
"заказов",0,0,1,1,0,0,0
"заказу",0,0,0,0,1,0,0
"заканчивается",1,0,0,0,0,1,0
"заканчиваются",0,0,0,0,1,1,0
"закачивает",0,0,0,0,1,0,0
"закладки",9,0,0,0,0,0,0
"закладку",0,0,0,0,0,0,2
"закладывались",0,0,0,0,1,0,0
"закладывать",0,0,0,1,0,0,0
"заключается",1,0,0,0,0,0,1
"заключаться",0,0,1,0,0,0,0
"заключения",0,0,0,0,0,0,1
"заключениями",1,0,0,0,0,0,0
"заключенных",0,0,0,0,0,0,1
"закон",1,0,0,0,2,1,2
"закона",0,0,0,0,0,0,1
"законам",0,0,0,0,1,0,0
"законность",0,0,0,0,0,1,0
"законные",0,0,0,0,0,0,1
"законный",0,0,0,0,0,1,0
"законов",1,0,0,0,1,0,0
"законодательства",0,0,0,0,1,0,0
"закономерный",0,0,0,0,0,1,0
"закону",0,0,0,0,1,0,0
"закончатся",0,0,0,0,0,2,0
"закончена",0,0,0,0,0,1,0
"законченном",0,0,0,0,1,0,0
"закончившейся",0,0,0,0,0,1,0
"закончилась",0,0,0,8,0,2,1
"закончился",2,0,0,1,0,1,1
"закончится",1,0,0,1,2,0,1
"законы",1,0,0,0,1,0,0
"закопает",0,0,0,0,0,1,0
"закредитованные",0,0,0,0,0,0,1
"закреплении",0,0,0,0,1,0,0
"закреплены",0,0,0,0,1,0,0
"закручивание",1,0,0,0,0,0,0
"закрывать",0,0,0,1,0,0,0
"закрыта",0,0,0,0,0,1,0
"закупает",0,0,0,0,0,1,0
"закупить",1,0,0,0,0,0,0
"закупкам",0,0,1,0,0,0,0
"закупки",0,0,0,0,1,0,0
"закупок",0,0,4,0,0,0,0
"зал",0,0,0,0,0,1,0
"заложенная",0,0,0,0,0,1,0
"заложено",0,0,0,0,0,1,0
"замглавы",0,0,1,2,0,0,0
"замедление",0,1,0,0,1,0,0
"замедлением",0,0,1,0,0,0,0
"замедлению",0,0,1,0,0,0,0
"замедления",0,0,1,1,0,0,0
"замедленного",0,0,0,0,1,0,0
"замедленным",0,0,0,0,1,0,0
"замедлился",1,0,0,0,0,1,0
"замедлиться",0,0,0,0,0,0,1
"замедляется",0,0,1,0,0,0,0
"замедляться",0,0,0,0,1,0,0
"замедляющими",0,0,0,0,1,0,0
"заменой",0,0,0,0,0,1,0
"заменять",0,0,0,0,0,2,0
"заместитель",0,0,0,1,0,0,2
"заметил",0,1,0,0,0,0,1
"заметим",0,0,0,0,1,1,0
"заметить",1,0,0,0,1,0,0
"заметно",0,0,0,0,0,0,1
"заметное",0,0,0,0,1,0,0
"заметную",0,0,0,0,1,0,0
"заметным",0,0,0,0,1,0,0
"замечали",1,0,0,0,0,0,0
"замечания",0,0,0,1,0,0,0
"замечательное",0,0,0,0,0,1,0
"замечать",0,0,0,0,1,0,0
"замечают",0,0,0,1,0,0,0
"замечен",0,0,0,1,0,0,0
"замещать",0,0,0,0,0,1,0
"замка",0,0,0,0,0,1,0
"замки",0,0,0,0,0,3,0
"замкнутую",0,0,0,0,1,0,0
"замминистра",0,0,0,2,0,0,0
"замначальника",2,0,0,0,0,0,1
"зампред",0,0,1,0,0,0,0
"занавесом",0,0,0,0,1,0,0
"заначек",0,0,0,0,0,1,0
"занимался",1,0,0,0,0,0,0
"занимать",0,0,0,1,0,0,1
"заниматься",1,0,0,0,1,0,0
"занимаются",0,0,0,0,0,0,1
"занимающая",0,0,1,0,0,0,0
"занимающейся",0,0,0,0,0,0,1
"заново",0,0,0,0,0,4,0
"занято",0,0,0,0,0,1,0
"занятого",0,0,0,0,0,1,0
"занятости",2,0,3,0,0,0,3
"занятость",0,0,0,0,0,0,1
"занятостью",1,0,0,0,0,0,1
"занятых",0,0,0,0,0,2,0
"заодно",2,0,0,0,0,2,0
"запад",0,0,0,0,0,6,0
"запада",0,0,0,0,1,3,0
"западе",0,0,0,2,1,1,0
"западного",0,0,0,1,0,0,0
"западное",0,0,0,0,0,1,0
"западной",0,0,0,1,1,2,1
"западную",1,0,0,0,0,1,0
"западные",0,0,0,1,0,0,1
"западным",0,0,0,0,1,0,0
"западных",0,0,0,2,0,1,3
"западом",1,0,0,0,0,3,0
"запас",0,0,0,0,1,0,0
"запасами",2,0,0,0,0,0,0
"запасов",1,0,2,4,0,0,0
"запасом",1,0,0,0,0,0,0
"запастись",0,0,0,0,0,0,1
"запасы",0,1,0,1,0,0,0
"заперта",0,0,0,0,0,0,1
"записать",0,0,0,0,0,0,1
"записи",0,0,0,0,1,0,0
"запланированными",1,0,0,0,0,0,0
"запоминать",0,0,0,0,0,0,1
"запрос",1,0,0,0,0,0,0
"запросто",0,0,0,0,0,1,0
"запускают",0,0,0,0,0,0,1
"запустила",1,0,0,0,0,0,0
"запустить",0,0,0,1,0,0,0
"запущена",0,0,0,0,1,0,0
"запущенный",0,0,0,0,1,0,0
"зарабатывать",0,0,0,0,1,0,0
"заработаем",0,0,0,0,0,1,0
"заработать",0,0,0,0,0,0,1
"заработка",0,0,0,0,0,1,0
"заработки",0,0,0,0,0,0,1
"заработной",0,0,0,0,0,1,0
"заранее",0,0,0,0,1,0,0
"зарвавшегося",0,0,0,0,0,0,1
"зарегистрировались",0,0,0,0,0,0,1
"зарегистрированных",0,0,0,0,0,0,1
"зарплат",0,0,0,1,0,0,0
"зарплата",0,0,0,0,0,1,0
"зарплатам",0,0,0,0,1,0,0
"зарплаты",1,0,0,0,0,2,0
"зарубежные",0,0,0,1,0,0,0
"зарубежным",0,0,0,1,0,0,0
"зарубежных",1,0,0,1,0,0,0
"зарубежья",0,0,0,1,0,0,0
"заседание",0,2,0,0,0,0,0
"заседании",0,1,0,1,0,0,0
"заседаний",0,0,0,0,0,1,0
"заседания",1,1,0,1,0,0,0
"заслуг",0,0,0,0,1,0,0
"заслугу",1,0,0,0,0,0,0
"заставил",1,0,0,0,0,0,0
"заставила",0,0,0,0,0,1,0
"заставили",0,0,0,0,1,1,0
"заставить",0,0,0,0,0,1,0
"заставляла",0,0,0,0,0,0,1
"застойная",0,0,0,0,3,0,0
"застойное",0,0,0,0,1,0,0
"застойному",0,0,0,0,1,0,0
"застыл",0,0,0,0,0,1,0
"застыла",0,0,0,0,0,1,0
"засунули",0,0,0,0,0,1,0
"затем",0,0,0,2,4,4,2
"зато",0,0,1,0,0,2,1
"затормозить",0,0,0,1,0,0,1
"затрагивает",0,0,0,1,0,0,0
"затрагивают",0,0,0,0,1,0,0
"затратить",0,0,0,0,0,1,0
"затратным",1,0,0,0,0,0,0
"затраты",3,0,1,1,0,0,0
"затронул",1,0,0,0,0,0,0
"затронули",1,0,0,0,0,0,0
"затронутых",0,0,1,0,0,0,0
"затруднение",0,0,0,0,0,1,0
"затруднения",0,0,0,0,0,0,1
"затруднил",0,0,0,0,1,0,0
"затруднился",0,1,0,0,0,0,0
"затягивает",0,0,0,0,1,0,0
"затягивание",1,0,0,0,0,0,0
"затягивать",1,0,0,0,0,0,0
"затяжного",1,0,0,0,0,0,0
"затяжной",0,0,0,0,2,0,0
"затяжную",0,0,0,0,0,1,0
"затянется",0,0,0,1,0,0,1
"затянувшаяся",0,0,0,0,0,0,1
"затянувшийся",0,0,0,0,0,0,1
"затянуться",0,0,0,0,1,0,0
"зафиксирована",0,0,0,0,0,1,0
"зафиксированный",1,0,0,0,0,0,0
"зафиксировано",0,0,0,1,0,0,0
"захватили",0,0,0,0,1,0,0
"захлопнут",1,0,0,0,0,0,0
"захотел",0,0,0,0,0,1,0
"захотеть",0,0,0,0,0,1,0
"зачастую",0,0,0,0,0,0,1
"зачахнуть",0,0,0,1,0,0,0
"зачем",0,0,0,0,1,2,0
"зачет",0,0,0,0,0,0,1
"зачинщиков",0,0,0,0,1,0,0
"защите",0,0,0,0,1,0,0
"защитить",0,0,1,0,0,0,1
"защитники",0,0,0,0,0,1,0
"защиты",0,0,0,0,1,0,0
"защищая",0,0,0,0,0,1,0
"заявив",0,0,0,1,0,0,0
"заявил",0,4,2,13,1,4,2
"заявила",0,0,0,1,0,0,0
"заявили",1,0,0,1,0,2,2
"заявились",0,0,0,0,0,0,1
"заявительный",0,0,0,0,0,1,0
"заявки",0,0,0,0,0,0,1
"заявлением",1,0,0,0,0,0,0
"заявлений",0,0,0,2,0,0,0
"заявления",2,0,0,5,0,1,1
"заявлял",0,0,0,1,0,0,0
"заявляли",1,0,0,0,0,0,0
"заявлять",0,0,0,0,1,0,0
"заявляют",0,0,0,1,0,0,1
"заявляя",0,0,0,0,0,0,1
"звена",0,0,0,0,1,0,0
"звене",0,0,0,0,1,0,0
"звонков",0,0,0,0,0,0,1
"звонят",0,0,0,0,0,1,0
"звучали",0,0,0,0,0,1,0
"звучало",0,0,0,0,0,1,0
"звучат",0,0,0,0,0,0,1
"звучит",0,0,0,0,0,1,0
"зданий",0,0,0,1,0,0,0
"здесь",2,0,0,1,2,17,2
"здешнюю",0,0,0,0,0,1,0
"здоровье",0,0,0,0,0,1,0
"здоровья",0,0,0,0,0,2,1
"здравому",0,0,0,1,0,0,0
"здравоохранение",0,0,0,0,0,1,0
"здравоохранении",0,0,0,0,0,1,0
"здравствуйте",0,0,0,0,0,2,0
"зеленая",0,0,0,0,0,2,0
"зеленых",0,0,0,0,0,2,0
"зелёных",0,0,0,0,1,0,0
"земле",0,0,0,0,1,1,0
"земли",0,0,0,0,0,2,0
"землица",0,0,0,0,1,0,0
"землю",0,0,0,0,0,2,0
"земной",0,0,0,0,0,4,0
"зиждется",1,0,0,0,0,0,0
"зимних",0,1,0,0,0,0,0
"зимой",1,0,0,0,0,0,0
"зимы",1,0,0,0,0,0,1
"зияющая",0,0,0,0,0,1,0
"зла",0,0,0,0,0,2,0
"зло",0,0,0,0,1,2,0
"злом",0,0,0,0,0,2,0
"злотых",0,0,0,0,0,0,2
"злоупотребление",0,0,0,0,0,1,0
"злые",0,0,0,0,0,2,0
"злых",0,0,0,0,0,2,0
"змей",0,0,0,0,0,1,0
"знаем",0,0,0,0,0,5,0
"знает",2,0,0,0,1,3,0
"знаете",0,0,0,0,0,11,0
"знакомство",2,0,0,0,0,0,0
"знакомые",0,0,0,0,0,1,0
"знакомый",0,0,0,0,0,1,0
"знакомым",1,0,0,0,0,0,0
"знали",0,0,0,0,0,2,0
"знаменитого",0,0,0,0,1,0,0
"знаменитый",1,0,0,0,0,0,1
"знания",1,0,0,0,0,0,0
"знать",0,0,0,0,0,1,0
"значение",1,0,3,2,0,1,0
"значении",0,0,0,1,0,0,0
"значений",0,0,0,2,0,0,0
"значения",0,0,2,2,0,1,0
"значимое",0,0,0,0,0,1,0
"значимости",0,0,0,1,0,0,0
"значимыми",0,0,0,0,0,1,0
"значит",4,0,0,2,1,6,0
"значительная",0,0,0,0,1,1,0
"значительно",4,0,0,0,2,3,1
"значительного",0,0,0,0,1,0,0
"значительной",1,0,0,0,3,0,0
"значительную",1,0,0,0,2,0,0
"значительные",0,0,1,0,1,0,0
"значительный",0,0,0,3,0,0,1
"значительным",0,0,0,1,1,0,0
"знаю",0,0,0,0,0,3,0
"знают",1,0,0,0,0,2,2
"зовет",0,0,1,0,0,0,0
"золота",1,0,0,0,0,0,0
"золото",2,0,0,1,0,0,0
"золотовалютные",0,0,0,0,0,0,1
"золотовалютных",0,0,1,0,0,0,0
"золотой",3,0,0,0,0,0,0
"золотом",1,0,0,0,0,0,0
"золотыми",1,0,0,0,0,0,0
"зона",0,0,0,0,0,0,2
"зону",1,0,0,0,0,0,0
"зоны",0,0,1,0,0,0,0
"зрения",1,2,0,0,1,8,1
"зримыми",0,0,0,0,1,0,0
"зрители",1,0,0,0,0,1,0
"зря",0,0,0,0,0,2,0
"зуева",2,0,0,0,0,0,0
"зыбко",0,0,0,0,0,0,1
"зюганов",0,0,0,0,0,2,0
"и",168,29,56,119,215,374,127
"иа",0,1,0,0,0,0,1
"ибо",0,0,0,0,1,0,0
"иван",0,0,0,0,0,0,1
"иванович",0,0,0,0,1,0,0
"иглу",0,0,0,0,1,0,0
"игнатьева",0,0,0,0,0,1,0
"игнорировать",1,0,0,0,0,0,0
"игорь",4,0,1,4,0,0,0
"игоря",0,1,0,0,0,0,0
"играть",1,0,0,1,0,2,0
"игрой",0,0,1,0,0,0,0
"игрокам",0,0,0,0,0,1,0
"игроками",0,0,0,0,1,0,0
"игроки",0,0,0,1,0,2,0
"игроков",0,0,0,0,0,1,0
"игры",1,0,1,0,0,1,0
"идеал",0,0,0,0,1,1,0
"идеальный",1,0,0,0,0,0,0
"идеальных",1,0,0,0,0,0,0
"идее",0,0,0,0,2,0,1
"идеей",1,0,0,0,0,0,1
"идеи",1,0,0,0,5,4,1
"идей",3,0,0,0,1,0,0
"идентична",0,0,0,0,0,1,0
"идентичности",0,0,0,0,0,2,0
"идентичность",0,0,0,0,0,3,0
"идентичный",0,0,0,0,0,1,0
